date,vehicle_name,fleet_name,category,km_per_liter,idle_ratio,distance_km,anomaly_types,severity
2025-09-22,GZ818LG,CAPANNORI - ASCIT,Default,9.708387586805555,0.8765989000803313,17.47509765625,High Idle (informational),0
2025-09-22,GZ817LG,CAPANNORI - ASCIT,Default,4.922907272441275,0.3990047425021709,146.70263671875,High Idle (informational),0
2025-09-23,GZ817LG,CAPANNORI - ASCIT,Default,4.8563959357443816,0.4402136057580683,86.44384765625,High Idle (informational),0
2025-09-26,GZ817LG,CAPANNORI - ASCIT,Default,4.723048354640151,0.4968379631798379,62.34423828125,High Idle (informational),0
2025-09-27,GZ817LG,CAPANNORI - ASCIT,Default,4.85772494612069,0.43810828687517717,84.5244140625,High Idle (informational),0
2025-09-22,GZ814LG,CAPANNORI - ASCIT,Default,4.785364029255319,0.36035234451463655,89.96484375,High Idle (informational),0
2025-09-23,GZ814LG,CAPANNORI - ASCIT,Default,4.953110277952262,0.6625907638687192,98.56689453125,High Idle (informational),0
2025-09-24,GZ814LG,CAPANNORI - ASCIT,Default,4.732014183859223,0.48896382587369713,97.4794921875,High Idle (informational),0
2025-09-25,GZ814LG,CAPANNORI - ASCIT,Default,4.724269959984756,0.5311393537326227,77.47802734375,High Idle (informational),0
2025-09-26,GZ814LG,CAPANNORI - ASCIT,Default,4.720518530868903,0.45276462667767015,77.41650390625,High Idle (informational),0
2025-09-27,GZ814LG,CAPANNORI - ASCIT,Default,4.819455614276961,0.3459111506373608,98.31689453125,High Idle (informational),0
2025-09-22,GZ703AK,CAPANNORI - ASCIT,Default,3.529208096590909,0.40673236243132466,77.642578125,High Idle (informational),0
2025-09-26,GZ703AK,CAPANNORI - ASCIT,Default,3.912686434659091,0.32764413385297675,86.0791015625,High Idle (informational),0
2025-09-27,GZ703AK,CAPANNORI - ASCIT,Default,5.115180454371165,0.43454926064493143,166.7548828125,High Idle (informational),0
2025-09-23,GZ006DH,CARPI,Default,31.478604403409093,0.6369504796628911,103.87939453125,High Idle (informational),0
2025-09-24,GZ006DH,CARPI,Default,13.260387073863637,0.6815185449924549,43.75927734375,High Idle (informational),0
2025-09-27,GZ006DH,CARPI,Default,5.775923295454545,0.6514140451223387,57.181640625,High Idle (informational),0
2025-09-28,GZ006DH,CARPI,Default,,0.7644513480528126,12.99072265625,High Idle (informational),0
2025-09-28,GZ006DH,CARPI,Default,,0.7644513480528126,12.99072265625,High Idle (informational),0
2025-09-22,GX749YZ,CARPI,Default,6.277452256944445,0.5850478559047404,56.4970703125,High Idle (informational),0
2025-09-23,GX749YZ,CARPI,Default,5.754021538628472,0.36613376835236544,165.7158203125,High Idle (informational),0
2025-09-24,GX749YZ,CARPI,Default,6.11199889520202,0.4843915343915344,121.017578125,High Idle (informational),0
2025-09-25,GX749YZ,CARPI,Default,7.181241367403314,0.4723767798466594,129.98046875,High Idle (informational),0
2025-09-26,GX749YZ,CARPI,Default,6.688959911616162,0.4446296737318409,66.220703125,High Idle (informational),0
2025-09-27,GX749YZ,CARPI,Default,4.6640723642676765,0.5634135372161008,92.3486328125,High Idle (informational),0
2025-09-23,GF653AW,CARPI,Default,9.98046875,0.604233002434913,41.91796875,High Idle (informational),0
2025-09-25,GF653AW,CARPI,Default,9.902759308510637,0.535234899328859,46.54296875,High Idle (informational),0
